customer_id,tenure,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,churn
2135,54,64.63545794299259,7389.139045341505,Female,0,Yes,Yes,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer,1
2136,12,75.06904914706467,1121.056782514886,Male,0,No,Yes,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Credit card,0
2137,14,114.4463687882038,2614.690081064735,Male,0,Yes,No,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,1
2138,34,41.22775152855144,532.8192507068188,Female,1,Yes,No,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer,1
2139,53,72.0134847784685,5656.111924220687,Female,0,No,No,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Credit card,1
2140,20,67.47211271282129,7140.974926431647,Female,0,Yes,No,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,0
2141,16,45.83926478703701,5123.408765914955,Female,1,Yes,Yes,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,0
2142,70,101.85932303731079,7508.2488225407205,Female,0,No,Yes,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,0
2143,56,109.96005947632358,1115.1814301595564,Male,0,No,Yes,No,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,0
2144,58,98.19325797882088,793.0980253753214,Female,0,Yes,Yes,No,No phone service,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,0
2145,4,39.53589608486084,6723.460576222229,Male,1,Yes,Yes,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,0
2146,4,28.674863550138156,6858.538285553411,Female,0,Yes,No,No,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,One year,Yes,Bank transfer,1
2147,20,80.54444853053423,6665.212264146312,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,1
2148,10,25.709476050988393,6411.822730016591,Female,0,Yes,No,No,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,1
2149,24,87.28258885580843,2961.6040751154155,Female,0,No,Yes,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,No,Bank transfer,0
2150,26,73.04242203272426,1817.9504603719631,Female,0,Yes,Yes,Yes,No,No,No,No,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer,0
2151,37,86.27857327436637,7437.551757982542,Female,0,Yes,No,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,1
2152,54,79.0170773649744,2525.3014445018384,Male,0,Yes,No,No,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Two year,No,Mailed check,1
2153,21,62.270256952717276,3247.4206890958544,Female,0,Yes,Yes,No,No phone service,No,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,1
2154,38,40.087718014022826,5626.515779667902,Female,0,Yes,No,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Two year,No,Mailed check,0
2155,46,50.570213581048854,2417.513031952502,Female,0,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,0
2156,4,72.45005742189764,6571.12875033191,Female,0,Yes,No,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,0
2157,60,85.18680936476059,653.2735266910719,Male,0,Yes,Yes,No,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,0
2158,57,97.94830168845284,6350.343072372582,Male,0,Yes,Yes,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,0
2159,45,96.71707184490609,4854.625448680653,Male,0,No,Yes,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card,1
2160,20,117.26887432610853,4626.649788497384,Male,0,No,No,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card,1
2161,17,48.58414486634094,3721.1786091954195,Male,1,Yes,No,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Two year,Yes,Mailed check,1
2162,71,27.11107082134368,2288.660210639037,Male,0,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer,0
2163,4,54.56569355418593,3766.155254906769,Female,0,Yes,Yes,No,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,0
2164,14,94.32944752240766,3655.22524494763,Female,0,Yes,No,No,No phone service,No,Yes,No internet service,Yes,No,No internet service,No,Two year,No,Bank transfer,0
2165,3,63.81116510332952,4711.658091386253,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,No,One year,No,Electronic check,1
2166,58,101.77884305894194,2324.436858258689,Female,0,Yes,Yes,No,No,DSL,No internet service,No,No internet service,No,No internet service,No,One year,Yes,Credit card,0
2167,55,74.9326365186015,713.0050976115773,Female,1,No,No,Yes,No phone service,No,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,1
2168,4,112.9791722630503,1246.2066284491923,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,1
2169,24,114.78634419990688,5623.501708546425,Female,1,No,Yes,No,No phone service,No,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,0
2170,34,26.93045060187487,277.68940412076984,Female,0,No,No,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,0
2171,30,65.64134397124243,6865.900052698897,Male,0,No,No,No,Yes,No,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,1
2172,19,80.9689061249568,5585.7388870913155,Male,0,No,Yes,No,No phone service,DSL,No,No internet service,No,Yes,No internet service,No internet service,One year,No,Bank transfer,0
2173,31,45.587254081221275,6167.883676330958,Male,0,No,No,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer,0
2174,60,60.707677937898026,6704.277147838451,Male,0,No,No,No,No,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer,0
2175,60,87.76815411176983,1069.412507048431,Male,0,No,Yes,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,1
2176,19,42.673422689836144,6597.363618663524,Male,1,No,No,Yes,No,No,No,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer,0
2177,49,80.19813529744525,4086.675257506545,Female,0,No,No,No,Yes,DSL,Yes,No,No,No,No,No internet service,Two year,Yes,Bank transfer,1
2178,63,89.7447828164306,7095.638326150257,Male,0,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,0
2179,22,29.049631109586677,7104.034148376713,Female,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,1
2180,24,69.75293160274528,291.0065456579447,Female,1,No,Yes,No,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,0
2181,30,46.30800299241908,3124.6352023199574,Male,0,No,Yes,No,No,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,1
2182,58,92.43863559980446,4258.550487335659,Male,1,No,No,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,0
2183,31,38.95555085369405,5459.044709284925,Male,0,Yes,Yes,No,Yes,DSL,No,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,0
2184,64,109.22379155381064,2360.8713488046583,Female,0,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No internet service,Two year,No,Mailed check,0
2185,19,63.09413365183269,2091.923859250753,Male,0,No,No,No,Yes,No,No internet service,No,Yes,Yes,No,Yes,One year,No,Bank transfer,0
2186,48,39.80030303075535,3111.9991808034733,Male,0,No,Yes,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No,One year,Yes,Bank transfer,0
2187,45,63.802179635032935,4057.4156648241665,Male,0,No,Yes,Yes,Yes,DSL,No,No,No,Yes,No internet service,No internet service,Two year,No,Electronic check,1
2188,55,60.874376280852786,7614.055228102765,Female,0,No,No,No,No phone service,DSL,No internet service,No internet service,No,No,No,No internet service,One year,No,Bank transfer,0
2189,55,62.891895949371026,6120.656886909756,Male,0,No,Yes,No,No,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,0
2190,18,78.55612934974468,3491.6372188078717,Male,0,No,Yes,No,No phone service,No,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,1
2191,63,72.11737249135376,529.4928096774518,Female,0,Yes,No,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,No,Electronic check,0
2192,47,34.97771316809027,1431.312677935699,Female,0,Yes,No,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,0
2193,57,26.557907264663633,3701.802952123395,Female,0,Yes,Yes,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer,0
2194,45,92.94154487265405,6529.224610779764,Male,0,No,Yes,No,No,No,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,No,Credit card,0
2195,33,75.97174359283134,3107.494731851017,Male,0,No,Yes,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,1
2196,17,55.900076807926375,4354.123540885972,Female,0,Yes,No,No,No,No,No internet service,No,No internet service,Yes,No,Yes,Two year,No,Credit card,0
2197,70,100.83578224980738,7145.258600072307,Male,0,Yes,Yes,No,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Two year,No,Electronic check,0
2198,4,58.805847426095696,7318.990449470369,Female,0,No,No,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,0
2199,20,99.59650896006075,1804.6224718972462,Female,0,Yes,Yes,No,No phone service,No,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Credit card,1
2200,47,50.57561275123747,444.39988216149567,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,One year,Yes,Credit card,0
2201,15,27.284529754519973,2512.743194674968,Female,0,Yes,No,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer,1
2202,70,113.2639693799929,5596.838287123664,Female,0,Yes,Yes,No,No,Fiber optic,No internet service,No,No,Yes,No,Yes,One year,Yes,Credit card,0
2203,47,59.45511292813732,7613.7863877125055,Male,0,No,No,No,Yes,DSL,No internet service,No internet service,No,No,No,No,Two year,No,Credit card,0
2204,9,99.2692572849378,708.5527998745,Male,1,No,No,No,Yes,No,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Bank transfer,1
2205,16,47.914413322230445,325.02210333924495,Male,0,No,Yes,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,No,One year,Yes,Credit card,0
2206,69,84.6365112123656,7084.762982587203,Male,0,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card,1
2207,61,107.33108732577283,6010.347625914816,Female,0,Yes,No,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,One year,No,Bank transfer,0
2208,10,24.164402233998032,7938.763775329045,Male,0,Yes,No,No,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card,0
2209,50,103.06357646860893,3234.66376357866,Female,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,0
2210,3,77.13330049719286,3386.8021505804777,Female,0,No,Yes,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,0
2211,70,80.74717539085692,1461.2635146498517,Male,0,No,Yes,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Credit card,1
2212,51,72.31580008059827,1015.1925055189739,Male,0,No,Yes,No,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Credit card,1
2213,19,107.44751032836425,4671.87228366288,Female,0,No,Yes,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No,Two year,Yes,Credit card,0
2214,42,24.343335723563747,2977.851510229177,Male,0,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No internet service,Two year,No,Mailed check,0
2215,35,46.10283915358481,734.499938767436,Male,0,No,No,No,No,No,Yes,No,No,No internet service,No,No,Two year,Yes,Credit card,0
2216,46,107.57625388591553,7107.197849234227,Male,1,Yes,No,Yes,No phone service,No,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,0
2217,26,95.2345702531956,1667.0160991697312,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,1
2218,69,21.764516017860586,6013.816341327909,Female,0,Yes,Yes,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,0
2219,64,71.70062832097086,2329.6059093330778,Female,0,No,Yes,No,Yes,No,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer,0
2220,37,72.95726807126749,6521.948162947113,Male,0,No,No,No,No,Fiber optic,No,No internet service,No,No,No,No,One year,No,Mailed check,0
2221,49,60.088213512791036,1035.335047278467,Female,0,Yes,No,No,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,Yes,Mailed check,1
2222,21,49.73933320619897,6072.965720751916,Female,0,Yes,No,No,Yes,No,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,1
2223,64,88.17248504123421,875.1391038140482,Male,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,One year,Yes,Credit card,1
2224,5,40.77904647047538,3630.634724069852,Male,0,No,Yes,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,1
2225,70,99.8948562071706,5898.634369736876,Female,0,No,Yes,No,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No,Two year,Yes,Mailed check,0
2226,4,100.30371607674718,1468.4252113765147,Female,0,No,Yes,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,No,Mailed check,1
2227,39,61.52614375728205,2356.7534118891117,Female,0,Yes,No,No,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card,1
2228,35,48.35480109096477,6931.659237528362,Male,0,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,0
2229,1,48.38781815907132,7092.442635170403,Female,0,Yes,No,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,1
2230,24,68.22913239962101,454.9900743765372,Female,0,Yes,No,No,No phone service,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer,1
2231,57,91.95792247493587,1427.9156242885047,Male,0,Yes,Yes,No,No,No,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Mailed check,0
2232,70,55.886869099385876,1028.0283281555862,Female,0,Yes,Yes,No,No phone service,DSL,No internet service,No,Yes,No internet service,No,No,One year,Yes,Bank transfer,1
2233,41,81.00433454577515,1519.5754477452938,Male,1,No,No,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1
2234,54,58.24844605825943,7764.483022019553,Male,0,Yes,Yes,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No,Two year,Yes,Mailed check,0
2235,46,50.452318915138335,4458.076465444606,Female,0,No,No,No,No,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,No,Mailed check,0
2236,60,22.485951591579415,3798.087884593922,Male,0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer,0
2237,60,20.391410573539062,7877.292247431667,Male,0,Yes,No,Yes,No,No,No,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Credit card,0
2238,57,42.72076778320044,4499.953425899809,Female,1,No,No,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card,1
2239,31,60.640628680099546,5322.831626029644,Male,0,Yes,No,No,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,1
2240,24,105.12611673620603,2728.887313788524,Female,0,Yes,Yes,No,No,No,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card,1
2241,36,99.84842429304254,3118.7074296251967,Male,0,No,Yes,No,No,No,No,Yes,No,No internet service,No,Yes,Two year,Yes,Mailed check,1
2242,30,46.71652625879899,4795.834132091677,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,0
2243,24,44.454044298429935,651.3076936036716,Female,0,No,Yes,No,No phone service,Fiber optic,No,No,Yes,No internet service,No,No,Two year,Yes,Bank transfer,1
2244,30,42.73220710700274,2121.474799753724,Female,0,No,Yes,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1
2245,7,53.9237340528867,1654.8128207364261,Female,0,No,Yes,No,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,No,Mailed check,1
2246,35,69.81987195616854,225.55780580602843,Male,0,No,No,No,Yes,No,No internet service,No internet service,Yes,No,No internet service,Yes,One year,No,Electronic check,0
2247,55,63.86677720315755,4341.520037111333,Female,0,No,No,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card,0
2248,14,41.827319878149375,4532.317432238645,Male,0,No,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card,1
2249,10,33.0451409943618,3133.1198619943452,Female,0,No,No,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card,0
2250,16,21.257781248619537,2222.947008771848,Male,0,Yes,No,No,No,No,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,0
2251,54,35.396323866650384,5251.273020357536,Female,0,Yes,No,No,No phone service,No,No,Yes,No,No,Yes,No,Two year,Yes,Credit card,0
2252,70,90.53563701941182,1163.8073749372093,Male,0,No,Yes,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,1
2253,44,44.36385693455829,4197.058749919139,Female,1,No,Yes,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card,1
2254,45,66.86018101215097,6167.784487903898,Male,0,No,Yes,No,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0
2255,56,79.13011489232447,1397.9540732245312,Male,0,Yes,No,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,0
2256,57,108.68409028316071,6050.750354906968,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer,1
2257,21,108.88550983934195,6110.276622311844,Male,0,No,Yes,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,1
2258,68,94.5733733681359,573.4205210205937,Female,0,No,Yes,No,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer,0
2259,50,23.515699204850144,248.3961760887365,Male,0,No,No,No,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Bank transfer,1
2260,33,77.50704190854148,7794.089707306739,Female,0,No,Yes,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,1
2261,7,98.65834708315064,1627.723010040717,Male,0,Yes,Yes,No,No,No,No internet service,No,No internet service,No,No,No,One year,No,Credit card,0
2262,70,21.72880447633632,6594.899751890814,Female,0,Yes,Yes,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card,0
2263,15,74.96846136565783,4538.6201590578585,Male,1,No,No,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,1
2264,32,105.77641457860294,2189.3300445422747,Male,0,No,Yes,Yes,No phone service,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,0
2265,20,67.4102075842267,1126.7664492886195,Female,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Credit card,0
2266,15,20.410620289744845,4023.7504612640473,Female,0,Yes,No,Yes,No,No,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,0
2267,48,21.101335833560746,3318.103011872654,Male,1,No,Yes,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,1
2268,71,61.663603741375056,5621.200072424836,Female,1,No,Yes,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,1
2269,21,35.50086674167545,7242.931541427041,Female,0,Yes,Yes,No,No,No,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,1
2270,42,86.44506570932596,6461.459887011163,Female,1,Yes,Yes,Yes,No,No,No,Yes,No internet service,No,No,No internet service,One year,No,Electronic check,1
2271,26,90.8799264906154,2268.171196618014,Male,1,Yes,No,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,0
2272,14,37.78797954606286,7043.572425773215,Female,0,No,No,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,One year,Yes,Credit card,0
2273,57,108.85332885244848,6683.791381426372,Male,0,Yes,No,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,1
2274,37,64.1907844978926,7440.176246401969,Female,0,No,Yes,No,No,No,No,No,No internet service,Yes,No,Yes,Two year,No,Electronic check,0
2275,58,34.28459075919237,3723.4204862001025,Female,0,Yes,Yes,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,0
2276,21,96.42515980693955,6171.743862034247,Male,0,Yes,Yes,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No,No internet service,One year,No,Mailed check,0
2277,69,98.99745000167728,4774.098717636996,Female,0,Yes,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,1
2278,3,83.92954726654574,2552.9717451409183,Female,0,No,No,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,1
2279,37,105.34655532025532,7956.004920087831,Female,0,No,Yes,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,1
2280,49,93.73729720306713,402.6289880333247,Female,1,Yes,No,No,No,DSL,Yes,Yes,No,No internet service,No,No,Two year,Yes,Credit card,0
2281,19,108.22057372269906,1381.95332321669,Female,0,No,Yes,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No internet service,One year,No,Mailed check,0
2282,12,63.38880484854795,7151.08466400197,Female,0,Yes,Yes,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,1
2283,61,94.75971280994425,578.4464629598048,Female,0,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,1
2284,41,119.97515634290444,7105.883272013822,Male,0,Yes,Yes,No,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,No,Mailed check,0
2285,33,92.49311975196193,5750.249660859787,Male,0,Yes,Yes,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Mailed check,1
2286,50,31.418378023713217,389.80364261688425,Male,0,No,Yes,No,No phone service,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,0
2287,68,71.8318722429183,3491.628338547995,Male,0,Yes,Yes,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No,One year,No,Mailed check,0
2288,71,78.7347791243028,6060.324652517673,Male,0,No,No,No,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,One year,No,Credit card,0
2289,33,37.4210675071391,4706.492248583318,Female,0,Yes,Yes,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No internet service,One year,Yes,Bank transfer,0
2290,24,116.28916341780376,7493.383206519218,Male,0,No,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,0
2291,61,37.55797776346163,6954.387860004799,Male,1,Yes,No,Yes,No phone service,No,Yes,No,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,0
2292,61,37.75579197132228,2727.9163191397533,Female,0,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,1
2293,28,111.5167137974555,768.5548446087138,Male,0,No,Yes,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,0
2294,58,66.5205433121671,7559.630613200646,Female,0,Yes,No,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,No,Mailed check,1
2295,43,26.318827927451622,4186.565465366621,Female,0,No,No,No,No,No,No internet service,No internet service,Yes,No,Yes,No,One year,No,Mailed check,1
2296,41,79.81874999385286,687.7412325383933,Male,0,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,1
2297,39,80.18263486330478,6550.947345538309,Male,0,Yes,Yes,No,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer,1
2298,49,26.450075868656178,6961.2011184145895,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,One year,Yes,Mailed check,0
2299,17,117.2522495633662,5151.454657394911,Female,0,Yes,Yes,Yes,No phone service,DSL,No internet service,No,No,No internet service,No internet service,No,One year,Yes,Mailed check,0
2300,70,74.40299652945757,3635.320828922085,Male,0,No,Yes,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No,One year,Yes,Bank transfer,0
2301,70,75.97957221797643,5331.166797356224,Female,0,No,No,No,No,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,1
2302,65,72.01154145023945,5682.801196070476,Male,0,No,Yes,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,No,One year,Yes,Credit card,0
2303,5,81.07317796446199,7154.936668879147,Male,0,Yes,No,Yes,No,DSL,No,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer,0
2304,2,46.42997527737549,7651.307274960431,Male,0,No,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,0
2305,22,48.72413479748408,4163.1353658882,Male,0,No,No,No,No phone service,No,No internet service,No,Yes,Yes,No,No,One year,Yes,Electronic check,0
